,abstract_id,abstract,Anode,Capacity,C-rate,Voltage,Cycle number
85,doc_85,"Two-dimensional double transition metal carbides or nitrides (MXenes) have been commonly concerned in the field of energy storage due to their distinctive structure and high conductivity. MXene-based electrode materials with single metal component are difficult to achieve high specific capacity, efficient ion/electron transport and stability, which hinder its practical application. Herein, we proposed a strategy by using in situ partial oxidation of double transition metal MXene (TiVCTx) derived TiO2 and V2O5 nanocrystals blends functionalized TiVCTx MXene (for simplicity denoted as TiVC@VTO) as electrode materials to boost the lithium ion battery performance. Effect of annealing temperature on the microstructure, crystallinity, and electrochemical property of TiVC@VTO is investigated. The TiVC@VTO retains the layer structure of the original TiVCTx MXene and at the same time the composition and microstructure can be regulated by a simple thermal annealing treatment to modify the oxidation degree. Compared with pristine TiVCTx, the oxidized sample demonstrates an optimal performance with specific capacity of 331.1 mAh g(-1) after 100 cycles at current density of 0.1 A g(-1) and 237.6 mAh g(-1) after 1000 cycles at current density of 1.0 A g(-1) at 500 degrees C (TiVC@VTO-500). Our work offers a simple and practicable method for enhanced lithium-ion storage capability by using double transition metal MXene. Moreover, this work also provides further information about the stability of TiVCTx MXene, which will benefit energy storage in the future development of novel double transition metal MXene materials for energy storage applications.",N/A,"331.1 mAh g(-1), 237.6 mAh g(-1), 1000 mAh g(-1)","0.1 A g(-1), 1.0 A g(-1)",N/A,"100, 1000"
86,doc_86,"TiO2 anode has received wide attention because of its good structural stability and safety during the charging and discharging of lithium-ion battery. However, the inherent poor conductivity of TiO2 limits its capacity and cycling stability at high current densities. In this paper, coaxial indium tin oxide-TiO2 nanotube complexes (ITO-TiO2NTs) were prepared by vacuum mechanical press injection method and subsequent annealing treatment. As an anode material for Li-ion batteries, ITO-TiO2NTs exhibit a high capacity of 295.9 mAh center dot g(-1) after 350 cycles with the current density of 0.2 A center dot g(-1). The ITO acts as a conductive core in the three- dimensional structure, which improves the overall conductivity and which facilitates the fast electron and Li-ion transfer, thus improving the cycling stability and multiplicity performance of the composite. The vacuum mechanical press injection method is simple and efficient for composite modification of TiO2 nanotube array thin film materials.",TiO2 anode,295.9 mAh/g(-1),0.2 A/g(-1),N/A,350
87,doc_87,"The rational design of the heterogeneous interfaces enables precise adjustment of the electronic structure and optimization of the kinetics for electron/ion migration in energy storage materials. In this work, the built-in electric field is introduced to the iron-based anode material (Fe2O3@TiO2) through the well-designed heterostructure. This model serves as an ideal platform for comprehending the atomic-level optimization of electron transfer in advanced lithium-ion batteries (LIBs). As a result, the core-shell Fe2O3@TiO2 delivers a remarkable discharge capacity of 1342 mAh g(-1) and an extraordinary capacity retention of 82.7% at 0.1 A g(-1) after 300 cycles. Fe2O3@TiO2 shows an excellent rate performance from 0.1 A g(-1) to 4.0 A g(-1). Further, the discharge capacity of Fe2O3@TiO(2 )reached 736 mAh g(-1) at 1.0 A g(-1) after 2000 cycles, and the corresponding capacity retention is 83.62%. The heterostructure forms a conventional p-n junction, successfully constructing the built-in electric field and lithium-ion reservoir. The kinetic analysis demonstrates that Fe2O3@TiO2 displays high pseudocapacitance behavior (77.8%) and fast lithium-ion reaction kinetics. The capability of heterointerface engineering to optimize electrochemical reaction kinetics offers novel insights for constructing high-performance iron-based anodes for LIBs.",Fe2O3@TiO2,"736 mAh g(-1), 1342 mAh g(-1)","0.1 A g(-1), 1.0 A g(-1), 4.0 A g(-1)",N/A,"2000, 300"
88,doc_88,"In sodium-ion batteries (SIBs), TiO2 or sodium titanates are discussed as cost-effective anode material. The use of ultrafine TiO2 particles overcomes the effect of intrinsically low electronic and ionic conductivity that otherwise limits the electrochemical performance and thus its Na-ion storage capacity. Especially, TiO2 nanoparticles integrated in a highly conductive, large surface-area, and stable graphene matrix can achieve an exceptional electrochemical rate performance, durability, and increase in capacity. We report the direct and scalable gas-phase synthesis of TiO2 and graphene and their subsequent self-assembly to produce TiO2/graphene nanocomposites (TiO2/Gr). Transmission electron microscopy shows that the TiO2 nanoparticles are uniformly distributed on the surface of the graphene nanosheets. TiO2/Gr nanocomposites with graphene loadings of 20 and 30 wt% were tested as anode in SIBs. With the outstanding electronic conductivity enhancement and a synergistic Na-ion storage effect at the interface of TiO2 nanoparticles and graphene, nanocomposites with 30 wt% graphene exhibited particularly good electrochemical performance with a reversible capacity of 281 mAh g-1 at 0.1 C, compared to pristine TiO2 nanoparticles (155 mAh g-1). Moreover, the composite showed excellent high-rate performance of 158 mAh g-1 at 20 C and a reversible capacity of 154 mAh g-1 after 500 cycles at 10 C. Cyclic voltammetry showed that the Na-ion storage is dominated by surface and TiO2/Gr interface processes rather than slow, diffusion-controlled intercalation, explaining its outstanding rate performance. The synthesis route of these high-performing nanocomposites provides a highly promising strategy for the scalable production of advanced nanomaterials for SIBs.",TiO2,"154 mAh g-1, 281 mAh g-1","10 C, 0.1 C, 20 C",N/A,500 cycles
89,doc_89,"Recently, metal chalcogenides have received considerable attention as prospective anode materials for sodium-ion batteries (SIBs) because of their high theoretical capacities based on their alloying or conversion reactions. Herein, we demonstrate a gallium(III) telluride (Ga2Te3)-based ternary composite (Ga2Te3-TiO2-C) synthesized via a simple high-energy ball mill as a great candidate SIB anode material for the first time. The electrochemical performance, as well as the phase transition mechanism of Ga2Te3 during sodiation/desodiation, is investigated. Furthermore, the effect of C content on the performance of Ga2Te3-TiO2-C is studied using various electrochemical analyses. As a result, Ga2Te3-TiO2-C with an optimum carbon content of 10% (Ga2Te3-TiO2-C(10%)) exhibited a specific capacity of 437 mAh center dot g(-1) after 300 cycles at 100 mA center dot g(-1) and a high-rate capability (capacity retention of 96% at 10 A center dot g(-1) relative to 0.1 A center dot g(-1)). The good electrochemical properties of Ga2Te3-TiO2-C(10%) benefited from the presence of the TiO2-C hybrid buffering matrix, which improved the mechanical integrity and electrical conductivity of the electrode. This research opens a new direction for the improvement of high-performance advanced SIB anodes with a simple synthesis process.",Ga2Te3-TiO2-C,437 mAh/g(-1),"0.1 A/g(-1), 10 A/g(-1)",N/A,300
90,doc_90,"High-performance silicon-carbon (Si-C) anodes have drawn extensive attention for next-generation high-energy lithium-ion batteries (LIBs). However, it is challenging to develop an easily scalable but effective strategy for fabricating Si-C composites to address the issues of low tap density, low initial coulombic efficiency (ICE), and poor interfacial compatibility. Here, a scalable method has been developed to fabricate kilogram-scale graphiteSi-C/TiO2 composites (GSCT) consisted of Si nanoparticles tightly fixed on the micron-graphite skeleton covered with a thin C/TiO2 layer via liquid-phase self-assembly combined with mechanical fusion and solid-phase sintering treatment. Benefiting from the structural and compositional merits, the as-obtained GSCT-c anode can deliver high ICE values of 80-83% and the tap density of 0.82 g cm-3, and achieve a high reversible capacity of 919.8 mAh g-1 even for 900 cycles at 800 mA g-1, outperforming many reported Si-C anodes. Substantial experimental characterizations and electrochemical investigations clearly unveil that the interface compatibility and structure stabilization mechanism induced by trace TiO2 incorporation and carbon coating, accounting for high-capacity and stable cycling performance. Furthermore, the assembled pouch full cells of GSCT-c||NCM622 delivered stable cycling performance and high energy density of 288.4 Wh kg-1, offering valuable material design concepts for further development in Si-C based anodes.",Si-C anode,919.8 mAh g-1,800 mA g-1,N/A,900
91,doc_91,"Titanium dioxide (TiO2) is a promising anode material for lithium-ion batteries with the characteristics of highly stable structure and excellent safety, while the application is constrained by its inferior electrical conductivity and sluggish lithium-ion diffusion kinetics. Herein, H2Ti4O9 was prepared as a precursor, and it was wrapped with polyvinylpyrrolidone (PVP) as the nitrogen and carbon sources. Then, the N-doped carbon-filled TiO2 nanocrystals (N-TiO2/C), which had a unique dragon fruit structure with TiO2 nanocrystals acting as seeds and carbon acting as the flesh, were successfully prepared from PVP-coated H2Ti4O9 by one-step heat treatment. It is noteworthy that four modification methods, including carbon filling, nanosizing, nitrogen doping, and morphological designing, are all accomplished simultaneously during this process. The N-TiO2/C composite exhibits an outstanding stable capacity of 444.6 mAh g(-1) after 600 cycles at 1 A g(-1), and it possesses a reversible capacity of 146.7 mAh g(-1) at 5 A g(-1). The superior electrochemical capacity can be attributed to the distinctive dragon fruit structure along with nitrogen doping and carbon filling. The ingenious modification strategy can extend to the investigation on the other oxide anode materials.",N-TiO2/C composite,444.6 mAh g(-1),"1 A g(-1), 5 A g(-1)",N/A,600
92,doc_92,"The use of porous silicon (Si)-based thin-film electrodes is essential for developing high-performance thin-film lithium-ion batteries with high energy density and power density. However, it is still challenging to fabricate porous Si film economically and environmental harmlessly. Here, we report a facile synthesis method to obtain high-performance porous Si/TiO2 thin film electrode through heat treating a physical vapor deposited Si/TiO2 multilayer film. As the representative, the STO350 sample that is obtained via a heat treatment of the as-deposited Si/TiO2 multilayer film at 350 degrees C for 2 h in Ar atmosphere exhibits a specific capacity as high as 1504 mAh g(-1) at a current density of 2.5 A g(-1) after 1000 cycles. The capacity change is only 0.027% per cycle from the 30th to 1000th cycle. Even at 5 A g(-1), it can still output a specific capacity of 1120 mAh g(-1). Our study also suggests that amorphous TiO2 is more beneficial for the Li-ions transport kinetics than anatase TiO2 in the Si/TiO2 thin film electrode.",Si,"1120 mAh g(-1), 1504 mAh g(-1)","2.5 A g(-1), 5 A g(-1)",N/A,1000
93,doc_93,"Nanostructured anode materials hold the key to advance the performance of the corresponding lithium-ion batteries as advanced electrochemical energy storage devices. Here, we designed a zinc exchange assisted phase change strategy as an acid-free and well-controlled approach to successfully synthesize a kind of rutile phase TiO2 @C (R-TiO2 @C) hollow spheres with well-defined size by using SiO2 spheres as sacrificial templates. The exchanged zinc ions in an alcohol solvothermal reaction were considered as a phase transition medium to promote the formation of a high-quality rutile TiO2 crystal through a high temperature solid-state heat way. By this way, the final morphologies of rutile phase TiO2 nanocrystals were well controlled, and the rutile TiO2 phase transformation temperature was lower than that of conventional one-step high temperature calcination way (without zinc ions exchange). Note that it successfully avoided using acids as mediums to promote the formation of rutile phase TiO2 crystal in the nano process. Meanwhile, the carbon layer formed by a hydrothermal carbonization reaction not only provided self-supporting solid-state in situ reducing medium for Zn2+ to Zn vapor but also produced conductive porous carbon coating porous and robust R-TiO2 spherical shell with nanosized subunits. The reaction process and mechanism of zinc ions induced phase transformation were discussed. Benefiting from the nanoscale morphology-regulation and hollow structure with enhanced ability of ion and electron transfer as well as electrolyte transport, the resultant R-TiO2 @C hollow spheres can significantly promote Li ions storage and deliver a high reversible specific capacity of 115.6 mAh g(-1) at 5.0 C over 1600 cycles. A typical electrochemical reaction on Li ions inserted into TiO2 crystal was simply elaborated as well. This work demonstrates its great potential for practical application in lithium-ion batteries.",R-TiO2,N/A,N/A,N/A,N/A
94,doc_94,"Known as a low-strain anode material for lithium ion batteries (LIBs), the poor electronic/ionic conductivity of TiO2 is threatening to achieve satisfactory lithium ion storage performance. Herein, dual-phase doping combined with structure design strategy is carried out to construct yolk-shell nanodisks decorated with N-doped TiO2 nanosheets, S-doped carbon and conductive Ni nanoparticles (N-TiO2/S-C/Ni) to realize enhanced electro-chemical performance. Thanks to the N-doping in TiO2 and S-doping in metal organic frameworks (MOFs) derived carbon, the lithium ion adsorption energy of the composite can be enhanced to promote kinetic process, which is proved by density functional theory (DFT). Moreover, the elaborate yolk-shell structure with great specific surface area and abundant holes will induce plentiful sites for electrochemical reaction and make the transport pathway of ions/electrons shorter. Profiting from the above appealing features, the N-TiO2/S-C/Ni electrode displays a high capacity of 649 mAh g(-1) at 0.1 A g(-1) and 441 mAh g(-1) at 1 A g(-1) after cycling with the Coulombic efficiency of nearly 100%. On top of that, TiO2//LiFePO4 full batteries are assembled to estimate the practical value of N-TiO2/S-C/Ni.",N-TiO2/S-C/Ni,"649 mAh g(-1), 441 mAh g(-1)","0.1 A g(-1), 1 A g(-1)",N/A,N/A
95,doc_95,"Oxide anodes require a robust structure to enhance cyclability during lithium storage processes, and structural engineering plays a crucial role in achieving this goal. In this work, the SnO2/TiO2 heterojunction nanofibers with core-shell structures is carefully engineered by electrospinning and following annealing processes. These nanofibers exhibit exceptional cyclability and rate performance at a condition of Sn/Ti molar ratio of 1:2, with a reasonable reversible capacity of 650 mAh g-1 at 0.2 A g-1, a notable rate capacity of 326 mAh g-1 at 2 A g-1 and enhanced cyclability of 303 mAh g-1 (2 A g-1) over 2000 cycles. The performance enhancement can be attributed to the distinctive core-shell structure, which provides effective volume buffering, and the heterojunction introduces internal electric fields, enhancing charge transfer kinetics and reducing electric resistance. The study reveals that systematically designed SnO2/TiO2 nanocomposites exhibit enhanced electrochemical performance, showing promise for lithium storage applications.",Oxide anodes,"650 mAh g-1, 326 mAh g-1","0.2 A g-1, 2 A g-1",N/A,2000 cycles
96,doc_96,"Three different composite anodes, based on SnO2, are investigated as potential anode materials for lithium-ion batteries. Three different strategies have been employed to stabilize SnO2 upon cycling, i.e., i) use of an inorganic matrix (TiO2), ii) use of an amorphous carbon matrix, and iii) use of SnO2 with a tailored morphology (nanorod) and a carbon coating. Specific capacities, ranging from 700 up to 1000 mAh g(-1), are obtained during galvanostatic cycles with high-capacity retentions. Furthermore, this work sheds light on the interfacial and transport properties of such electrode materials, given by cyclic voltammetry at different scan rates, galvanostatic intermittent titration technique, and electrochemical impedance spectroscopy.",SnO2-based composite,700-1000 mAh g(-1),N/A,N/A,"galvanostatic cycles, intermittent titration technique, cyclic voltammetry at different scan rates"
97,doc_97,"TiO2 has been widely studied as one of the most promising anode materials for lithium-ion batteries (LIBs) due to good structural stability and small volume changes. However, its applications are still greatly affected by its poor electrical conductivity. In this work, ultrasmall TiO2 quantum dots (QDs) are firmly grown onto 2D Ti3C2Tx nanosheets (A-TiO2/Ti3C2Tx), benefiting from the positive regulation of (3-aminopropyl)triethoxysilane (APTES). Interestingly, SiO2 nanoparticles produced by the hydrolysis of APTES can strengthen the strong coupling of TiO2 QDs with Ti3C2Tx, thereby enhancing the structural integrity of the composite. As expected, the A-TiO2/Ti3C2Tx composite demonstrates an exceptional lithium storage performance, achieving a high capacity of 425.4 mAh/g for 400 cycles at 0.1 A/g, and an outstanding long-term cycling stability. In-situ electrochemical impedance spectroscopy and theoretical analysis unconver that the superior lithium storage performance is attributed to its unique heterostructure and in-situ N doping derived from APTES, which not only reduces the Li+ adsorption energy, but also gives the fast charge transfer dynamics. (c) 2025 Published by Elsevier B.V. on behalf of Chinese Chemical Society and Institute of Materia Medica, Chinese Academy of Medical Sciences.",TiO2,425.4 mAh/g,0.1 A/g,N/A,400
98,doc_98,"The utility of TiO2 as an anode for lithium-ion storage is hindered by low conductivity and sluggish ionic diffusion. Here, the 2D N-doped carbon-wrapped TiO2 (TiO2 @NC) composite with a thickness of 5.5 nm derived from the 2D metal-organic framework was designed. This composite consisting of TiO2 nanoparticles embedded in ultrathin N-doping carbon was used to address the rate and cyclability of Li-ion batteries. The 2D nanosheet morphology obtained from Ti8O8(OH)4(BDC-NH2)6(NH2-MIL-125 (Ti))effectively increases the specific surface area and shortens the electron/ion transport pathway. The chemical bond of Ti-C-O between TiO2 nanocrystals and N-doping carbon further improve conductivity. Due to its unique structure, the produced TiO2 @NC composite shows excellent cyclability with a reversible capacity of 110 mAh g-1 after 2000 cycles at 0.5 A g-1. Furthermore, the 2D TiO2 @NC exhibits outstanding rate performance (71 mAh g-1 at 5 A g-1) compared to bulk TiO2 @NC. This general concept can be extended to the development of metal oxide materials based on insertion mechanisms, such as Nb2O5.",TiO2 @NC,110 mAh g-1,"0.5 A g-1, 5 A g-1",N/A,2000 cycles
99,doc_99,"To develop an efficient anode for lithium ion batteries (LIBs), we prepare an ultralong oxygen-deficient titanium dioxide nanotubes (TNTs)-based hybrid electrospun carbon nanofibers (CNFs) membrane (TNT@CNFs). As an anode, this membrane possesses several advantages, including fast ion/electron trans-port path due to the TNTs' novel structure, protection from direct contact between TNTs and electrolyte owing to the carbon skeleton, improved electrical conductivity on account of the internal structural con-sistency of TNTs, and enhanced ion transport because of oxygen vacancies. As a result, the anode with a relatively low content of TNT (33TNT@CNFs) exhibits an ultra-high reversible specific capacity of 350 mAh/g after 200 cycles at a relatively low current density (0.2 A/g), while the anode with a high content of TNT (50TNT@CNFs) exhibits an ultra-high rate performance of 187 mAh/g at 10 A/g after 10,000 cycles, in-dicating its superior electrochemical kinetics at high-rate and long cyclic lifespan. This can find proof from the dynamic analysis that both the surface capacitance process and the diffusion-controlled insertion have a great contribution. The strategy employed in this work can facilitate access to a variety of one-dimensional (1D) nanostructured composites and can promote new research on electrodes for ultrafast rechargeable LIBs.& COPY; 2023 Elsevier B.V. All rights reserved.",N/A,"350 mAh/g, 187 mAh/g","0.2 A/g, 10 A/g",N/A,"200, 10,000"
100,doc_100,"A facile and universal route has been developed to synthesize yolk-shelled metal oxides@N doped C spheres with controllable void size. Based on this approach, a yolk-shelled SnO2@N dopped C (yolk-shelled SnO2@NxC) composite has been successfully synthesized for lithium-ion battery electrodes. The reported yolk-shelled SnO2@NxC, with SnO2 as inner shell and core, can remarkably increase the volumetric energy density of electrodes. The void between shell and core could accommodate the volume expansion during lithiation. More importantly, the NxC outer layer as a framework maintains the structure's integrity and shortens the transmission distance of charges. The results confirm the much-improved electrochemical performance. The yolk-shelled SnO2@NxC electrode delivers excellent cycling stability of 740 mAh g(-1) at a current density of 0.25C after 750 cycles and a superior rate performance of 500 mAh g(-1) at 5C (1C = 800 mA g(-1)). In addition, some other yolk-shelled metal oxides such as yolk-shelled TiO2 and yolk-shelled Fe2O3 have also been directly synthesized through the method in this paper for their proper applications. (C) 2022 The Author(s). Published by Elsevier Ltd.",SnO2@NxC,740 mAh g(-1),"0.25C, 5C (1C = 800 mA g(-1))",N/A,750
101,doc_101,"Based on first-principles calculations, the potential of holey graphyne is investigated for battery applications in terms of the storage capacity, volume expansion, diffusion barrier, and metal polysulfides binding. We found substantially higher storage capacities of Li (873 mAh/g) and Na (558 mAh/g) than typical graphite anodes (372 mAh/g for Li and <35 mAh/g for Na) and other carbonaceous materials (450-750 mAh/g for Li and 200-500 mAh/g for Na). The migration barriers of Li and Na turn out to be 0.28 eV and 0.32 eV, respectively, lower than those theoretically reported for commercial anodes TiO2 (0.4-1.0 eV) and silicon (0.6-0.8 eV). Holey graphyne with maximum Li adsorption expands only 0.5%, in contrast to the 10% volume growth in graphite. The lithium and sodium polysulfides and S8 cluster adsorb with moderate binding energies ranging from-0.73 eV to-2.08 eV, which is sufficient to prevent the unintended decomposition of polysulfides. Our findings demonstrate that holey graphyne is a promising anode material for metal-ion batteries and an anchoring material for metal-sulfur batteries to mitigate the shuttle effect.",Holey graphyne,N/A,N/A,N/A,N/A
102,doc_102,"TiO2 is a promising and safe anode material for lithium-ion batteries. Nevertheless, its inferior electronic conductivity and inferior cycling capability have always limited its practical application. In this study, flower-like TiO2 and TiO2@C composites are produced by a simple one-pot solvothermal method. It is noticeable that the synthesis of TiO2 is carried out simultaneously with carbon coating. The flower-like TiO2 with a special morphology can decrease the distance of lithium ion diffusion, while the carbon coating improves the electronic conductivity of TiO2. At the same time, the carbon content of TiO2@C composites can be controlled by adjusting the amount of glucose. Compared with flower-like TiO2, TiO2@C composites have higher specific capacity and preferable cycling performance. It is noteworthy that the specific surface area of TiO2@C with a carbon content of 63.36% is 293.94 m(2) g(-1) and its capacity remains at 371.86 mAh g(-1) after 1000 cycles at 1 A g(-1). Other anode materials can also be prepared using this strategy.",TiO2,371.86 mAh g(-1),1 A g(-1),N/A,1000
103,doc_103,"A TiO2/ZnO composite film which served as the bind-free anode for lithium-ion battery was rapidly constructed on Ti foil by the one-step plasma electrolytic oxidation process. The fabricated TiO2-based transition metal oxide composites took advantage of the high theoretical capacity of ZnO and the good structural stability of TiO2, showing a high specific capacity (706.2 mAh g(-1) over 400 cycles at 0.1 A g(-1)) and a good rate capability (capacity reversible after 2.0 A g(-1)). When the scan rate gradually elevated from 0.2 to 1.0 mV s(-1), the pseudocapacitance contribution increased from 63.9% to 81.2%. Besides, the hole-containing morphology of the film guaranteed efficient diffusion and excellent dynamic characteristics for Li (+ ). The whole film preparation process was accompanied by a facile in-liquid plasma discharge with an average electron temperature of 3519 K. This high-efficiency and low-cost approach extends the practical territory of transition metal oxide anodes.",Transition metal oxide,706.2 mAh g(-1),"0.1 A g(-1), 2.0 A g(-1)",N/A,400 cycles
104,doc_104,"Lithium-ion batteries have emerged as a promising solution for electric vehicles, owing to their high specific capacity. However, the commonly used carbon anodes suffer from poor high-rate capability, which restricts their wider application. In this work carbon-coated nonstoichiometric TiOx (C@TiO1.944) nanopowder was synthesized using a two-step annealing method. The performances of batteries show that the C@TiO1.944 electrode has a remarkable initial capacity of 246.3 mAh/g with 71.5 % ICE and retains 166.2 mAh/g at a rate of 0.2C with 100 % CE and 109.0 mAh/g at 5C after formation. In contrast, the TiOx battery's initial capacity is 264.3 mAh/g with a 67.4 % ICE with a retention of 156.6 mAh/g at the same rate and 79.2 mAh/g at a discharge rate of 5C. Additionally, in situ X-ray diffraction (XRD) experiments was conducted with a potentiostat for elucidating the reaction mechanism which enables to track the phase transition in real-time during charge and discharge. The carbon coating protects the inner TiOx core from phase transition and lattice distortion occurs when Li ions are intercalated in the rutile TiO2 matrix. The Li storage mechanism of rutile TiO2 indicates it is not phase-transformed that can be taken as extra evidence for the high Coulombic efficiency. Further, the carbon coating enhanced the Coulombic efficiency by preventing dead Li ions while retaining in the anatase phase. The results shows that carbon-coated nonstoichiometric TiO2 (C@TiOx) used in LIBs will be a solution for rapid charge application.","Carbon, TiOx","246.3 mAh/g, 264.3 mAh/g, 156.6 mAh/g, 79.2 mAh/g, 109.0 mAh/g","N/A, 5C, 0.2C, C",N/A,N/A
105,doc_105,"Multilayer graphene (MLG) prepared via ultrasonic exfoliation has many advantages such as its low-cost and defect-free nature, high electronic conductivity, and large specific surface area, which make it an apt conductive substrate for TiO2 composites. To synthesize graphene/TiO2 hybrids, traditional methods that greatly depend on the chemical bond of oxygen-containing functional groups on graphene with titanium cations are not applicable due to the absence of these functional groups on MLG. In this work, a facile chemical method is developed to directly deposit TiO2 on the MLG surface without the introduction of chemically active groups. With this method, four types of TiO2 materials, that is pure anatase TiO2 nanoparticles, a mixture of anatase TiO2 nanoparticles and rutile TiO2 nanoflowers, pure rutile TiO2 nanoflowers, and pure rutile TiO2 nanorods, are homogeneously anchored on the MLG surface by controlling the amount of HCl in the reactant. Interestingly, the rutile TiO2 nanorods in the TiO2/MLG composite are assembled by many TiO2 nanowires with an ultra-small diameter and ultra-long length, which provides a better synergetic effect for high performances as LIB anodes than other composites. A specific capacity of 631.4 mAh g(-1) after 100 cycles at a current density of 100 mA g(-1) is delivered, indicating it to be a valuable LIB anode material with low cost and high electrochemical performances.",TiO2/MLG composite,631.4 mAh g(-1),100 mA g(-1),N/A,100
106,doc_106,"In this study, Si@TiO2 core-shell nanoparticles are synthesized using the peptization technique, resulting in a thin and uniform TiO2 coating layer over silicon nanoparticles. This coating layer serves the purpose of controlling the structural degradation of the silicon nanoparticles. These core-shell nanoparticles are then reinforced into the natural graphite with the potential to be used as a composite anode material (Graphite/Si@TiO2) for Li-ion batteries. The developed composite material exhibits an initial specific capacity of approximate to 675 mAh/g at 0.5 A/g, and after 100 cycles it retains the capacity of 75 %. Compared with Graphite/Si composite anode, the developed composite anode material shows improved cyclic stability. The pre-and post-cycling morphological analysis of Graphite/Si and Graphite/Si@TiO2 composite anode reveals the degradation behavior. It is assumed that the TiO2 coating provides a protective shield for the silicon particles, preventing their interaction with the electrolyte and causing less material to deposit over the anode surface. Electrochemical Impedance Spectroscopy (EIS) analysis supports these findings, with the Graphite/Si composite anode exhibiting higher resistance than the Graphite/Si@TiO2 anode. In conclusion, the study demonstrates the potential of using Si@TiO2 core-shell nanoparticles as a reinforcing agent for natural graphite to develop high-performance composite anode material for Li-ion batteries.",Graphite/Si@TiO2,"675 mAh/g (initial), 75% of initial capacity after 100 cycles",0.5 A/g,N/A,100
107,doc_107,"Electric vehicles and energy storage demand better anode materials than are currently available. Silicon-based materials are highly esteemed for their elevated specific capacity, but their substantial volume alteration during cycling and inadequate intrinsic electronic conductivity result in significant performance constraints. This paper used polystyrene microspheres as a template to make silica microspheres. These silica microspheres formed two materials: To create hollow silica microspheres (H-SiO2), remove the template using high-temperature calcination. To create silica-titanium dioxide core-shell microspheres (SiO2@TiO2), coat titanium dioxide on silica microspheres using sol-gel. After mixing with graphene oxide hydrothermally, the two materials formed hollow silica microspheres/graphene (H-SiO2/rGO) and silica-titanium dioxide core-shell microspheres/graphene (SiO2@TiO2/rGO). These two materials exhibit distinct performance benefits. H-SiO2/rGO composite anode material demonstrates a notable specific capacity of 835 mAh g-1 when subjected to a current density of 100 mA g-1. SiO2@TiO2/rGO composite anode material is durable and consistent, even at high current densities. After 1500 cycles at 1000 mA g-1, its specific capacity is 405.71 mAh g-1. Additionally, at ultra-high current densities of 5000 and 8000 mA g-1, it has a specific capacity of 313.47 and 288.37 mAh g-1.",Silicon-based,"835 mAh g-1, 405.71 mAh g-1, 313.47 mAh g-1, 28 mAh g-1 (dependent on current density)","100 mA g-1, 1000 mA g-1, 5000 mA g-1, 8000 mA g-1",N/A,1500
108,doc_108,"Micron-silicon based material is a promising anode material for high performance lithium batteries due to its ultra-high specific capacity. However, the volume expansion exceeds 300 % during charging and discharging, resulting in the collapse of the electrode structure and a rapid decline in electrochemical performance. Coating the surface of silicon-based materials with flexible ionic conductors is an effective method to maintain their high capacity and suppress swelling. Here, to further improve the electrochemical performance of silicon-based materials, we have deposited a titanate-type ionic conductor layer on a micron-sized silicon-carbon oxide (SiOX-C) material to synthesize the SiOX-C@TiOx(OH)(y) material. The TiOx(OH)(y) layer not only exhibits the elastic properties of a superpolymer to mitigate swelling strain, but also has a fast capacitance effect to improve its rate performance. In addition, the interfacial charge transport of SiOX-C@TiOx(OH)(y) is enhanced due to the structural diversity of the TiOx(OH)(y) layer. For the above mechanisms, the SiOX-C@TiOx(OH)(y) has a specific capacity of 278.3 mAh g(-1) under high current of 3500 mA g(-1). Meanwhile, the SiOX-C@TiOx(OH)(y) with the capacity retention of 67 % is achieved at 2000 mA g(-1) after 100 cycles.",SiOX-C@TiOx(OH)(y),278.3 mAh g(-1),"3500 mA g(-1), 2000 mA g(-1)",N/A,100
109,doc_109,"Lithium-ion batteries are heralded as potential candidates for large-scale energy storage applications. The low specific capacity or poor cyclability of commonly used anodes limit the extensive application of lithium-ion batteries. In this context, organic molecules can offer a potential solution to extend the scope of lithium-ion battery application. In this work, we demonstrate the synthesis and electrochemical properties of a nitrogen-rich, n-type porous organic polymer bearing BIAN and melamine moieties (PBM). The PBM exhibits a porosity of 1.5 nm and excellent electrochemical performance in terms of its rate capability, cycling behavior, and capacity. The anodic half-cell of the PBM active material delivers specific capacities of 850 mAh/g at 400 mA/g, 740 mAh/g at 750 mA/g, and 300 mAh/g at 1000 mA/g current densities with an excellent cyclability over 3000, 2000, and 1100 cycles, respectively, at each current density. Thus, this material is a promising candidate as an anodic material in lithium-ion batteries.",PBM active material,"850 mAh/g, 740 mAh/g, 300 mAh/g","400 mA/g, 750 mA/g, 1000 mA/g",N/A,"3000, 2000, 1100"
