,abstract_id,abstract,Cathode,Capacity,C-rate,Voltage,Cycle number
118,doc_118,"Because of high energy density and Co-free, spinel LiNi0.5Mn1.5O4 materials are considered as potential replacement for availably commercial cathodes like LiNixMnyCozO2 (x + y + z = 1) and LiFePO4. However, the corrosion and interfacial breakdown of electrolyte at high voltage severely limit the extensive application of LiNi0.5Mn1.5O4. In this paper, LiNbO3 was used as cladding for LiNi0.5Mn1.5O4 cathode material by convenient and feasible wet-chemical technique. The introduction of Nb5+ into spinel structure usually replaces Mn ions at octahedral site, thus increasing the content of Mn3+. Improve the electronic transition channel and electronic transition carrier of LiNi0.5Mn1.5O4 materials. Therefore, while LiNbO3 cladding layer protects materials from HF attack, the subsurface-rich Mn3+ is considered to boost high-rate performance. When the mass ratio of LiNbO3 coating is 3%, the coating-modified LiNi0.5Mn1.5O4 material exhibits the best property. The specific discharge capacity was 129.2 mAhg(-1) with 93.5% capacity retention rate after 100 cycles at 1 C, the specific discharge capacity reached 116.0 mAhg(-1) at 5 C. Compared with uncoated LiNi0.5Mn1.5O4 material, it shows outstanding electrochemical properties.",LiNi0.5Mn1.5O4,"129.2 mAhg(-1), 116.0 mAhg(-1)","1 C, 5 C",N/A,100
119,doc_119,"To meet the growing demands in both energy and power densities of lithium ion batteries, electrode structures must be capable of facile electron and ion transport while minimizing the content of electrochemically inactive components. Herein, binder-free LiFePO4 (LFP) cathodes are fabricated with a multidimensional conductive architecture that allows for fast-charging capability, reaching a specific capacity of 94 mAh g(-1) at 4 C. Such multidimensional networks consist of active material particles wrapped by 1D single-walled carbon nanotubes (CNTs) and bound together using 2D MXene (Ti3C2Tx) nanosheets. The CNTs form a porous coating layer and improve local electron transport across the LFP surface, while the Ti3C2Tx nanosheets provide simultaneously high electrode integrity and conductive pathways through the bulk of the electrode. This work highlights the ability of multidimensional conductive fillers to realize simultaneously superior electrochemical and mechanical properties, providing useful insights into future fast-charging electrode designs for scalable electrochemical systems.",LiFePO4,94 mAh g(-1),4 C,N/A,N/A
120,doc_120,"With the widespread adoption of lithium iron phosphate (LiFePO4, LFP)-based power batteries, it is anticipated that a huge volume of spent LFP cathodes will be generated in the near future. Therefore, it is imperative to develop advanced, ecofriendly, and efficient recycling technologies for spent LFP cathodes. In this work, a low-temperature direct hydrothermal regeneration strategy with a rapid eluting process is introduced for the spent LFP cathodes. This regeneration strategy can effectively achieve multiple goals, including supplementing Li+ ions, eliminating irreversible phase transitions, maintaining the bulk initial structure, and repairing the evenly carbon-coated layer. Moreover, the regenerated LFP can induce the formation of a thinner and more uniform CEI film during the initial charge-discharge process, achieving a fast Li+ ion diffusion rate, enhanced discharge capability, and improved structural stability. Thus, the regenerated LFP exhibits a high initial discharge capacity of 164.2 mAh g(-1) at a 0.1 C rate with an initial Coulombic efficiency of 98% and 132 mAh g(-1) at 5 C with a remarkable capacity retention rate of 93.1% after 800 cycles. Specifically, this direct regeneration method is shorter in process and lower in cost compared with the traditional hydrometallurgy, enabling an eco-friendly regeneration under a mild environment, which shows a huge development potential in industrial applications.",LFP,"164.2 mAh g(-1), 132 mAh g(-1)","0.1 C, 5 C",N/A,N/A
121,doc_121,"Huge active Li+ loss in the initial cycle owing to the formation of solid electrolyte interface (SEI) layer of anode restrict the enhancement of high-energy-density lithium-ion batteries (LIBs). Here, a method by reducing surface oxygen vacancies of lithium-rich manganese-based oxide (LRMO) to obtain huge number of irreversibly active Li+ for the application of cathode pre-lithiation, which is highly adaptive to electrode preparation process with excellent air stability, is proposed. Through modulating different lithium ratios, Li2-x(Mn2/3Ni1/3)xO2 (x = 0.67, LR-2) with fewer oxygen vacancies is synthesized. By simply adjusting cell voltage, it exhibits different electrochemical properties to match the requirements of different LIB cathode. When used as an agent to a LiFePO4 cathode, LR-2 can further enhance the capacity of cells, due to its donor lithium-ion capacity (244.1 mAh/g) and exceptional cyclic performance. By coupling with LiNi0.5Mn1.5O4, LR-2 provides high lithium compensation efficiency (320.0 mAh/g), while also releasing reversible capacities of 98.5 mAh/g, achieving a balance between pre-lithiation capacities and reversible discharge capacities. As a consequence, the LiNi0.5Mn1.5O4|graphite full cell containing LR-2 exhibits a reversible capacity of 123.3 mAh/g, 47% greater than the counterpart without LR2, and significantly better cyclic performance. This study introduces a novel approach to design cathode prelithiation agent with Li-rich oxides for high-energy-density LIBs.",LiNi0.5Mn1.5O4|graphite,"123.3 mAh/g (reversible), 244.1 mAh/g (donor lithium-ion capacity)",N/A,N/A,N/A
122,doc_122,"A facile and highly efficient method was proposed for the separation and regeneration of LiFePO4 (LFP) cathode materials from spent lithium-ion batteries (LIBs). The optimal separation conditions involved immersing the spent LFP materials in NaOH (0.5 mol/L) solutions at a temperature of 90( degrees)C, with a solid-liquid ratio of 30 g/L under stirring of 500 rpm. The high separation effect can be attributed to the synergistic action of several factors at the interface. Furthermore, the structure, composition, morphology, and electrochemical performance of the regenerated LFP (D-LFP) materials at different temperatures were systematically investigated. Notably, the D-LFP material generated through calcination at 650 C-degrees for 10 h exhibited a initial discharge capacity of 154.4 mAh g(-1 )at 0.5 C and the capacity retention rate of 97.3 % after 100 cycles. Moreover, a detailed investigation of the kinetics of the separation and regeneration processes was carried out, along with an exploration of the underlying electrochemical mechanism. This idea not only mitigates the harmful impact of waste on both human health and the environment but also realizes the transformation of waste into valuable resource treasure, promoting a greener and more sustainable development of society.",LiFePO4 (LFP),154.4 mAh g(-1),0.5 C,N/A,100
123,doc_123,"The present work focuses on developing carbon-coated lithium iron phosphate (LFP/C) cathode material from economical, high-dense Fe3O4 iron precursor resulting in good capacity, high atomic economy, and appreciable tap density for lithium-ion battery (LIB) fabrication. In addition, Fe2O3 and Fe were also used as Fe precursor for LFP/C synthesis and the results were compared with Fe3O4-LFP/C. Less gas evolution during heating and highdensity precursors resulted in -20-25% more atomic efficiency and -1.5 to 1.8 times higher tap density over FeC2O4-LFP/C. Further, the synthesized materials have been characterized for their phase purity, morphology, and oxidation states using various characterization techniques. Electrochemical studies showed that Fe3O4-LFP/ C delivers a high capacity of 137 mAh g-1 at 1C when compared with Fe2O3-LFP/C and Fe-LFP/C. Interestingly, Fe3O4-LFP/C retained 83 % capacity after 600 cycles at 1C, illustrating the long cyclic stability. In addition, Fe3O4-LFP/C with the high atomic economy (73%) and tap density equivalent to the commercially available LFP/C paves the path for affordable LFP synthesis for high-energy density batteries. Hence, the LFP/C developed in this work can be used as a cathode material for high-density electrodes that are appropriate for high-energy applications.",LFP/C,137 mAh g-1,1C,N/A,600
124,doc_124,"To minimize the interfacial resistance between the solid-state electrolyte (SSE) and electrode, we proposed an interface integrated cathode/SSE (ICSE) process for the fabrication of high-performance lithium polymer metal battery (LPMB) by directly casting an ultrathin robust semi-interpenetrating network (semi-IPN) SSE on the cathode layer prepared by ion conductive binder. This integrated interfacial structure builds a continuous ion transport pathway at both cathode layer and SSE/cathode interface. Moreover, it significantly enhances the interfacial contact between the cathode and SSE layers for better adhesion. Meanwhile, the robust semi-IPN structure endows the SSEs with thin thickness with excellent mechanical strength and ion conductivity. The SSE displayed a wide electrochemical window of 5.24 V vs. Li/Li+, a high tensile strength beyond 15.4 MPa, and stable thermal stability over 260 C. As a result, the integrated LiFePO4 LPMB exhibited a high capacity of 157 mAh g-1 with discharge capacity retention of 98.7% after 500 cycles at 0.1 C and room temperature (RT). Even applying high voltage LiNi0.8Co0.1Mn0.1O2 (NCM) with high loading mass of 5 mg cm-2, the ICSE-NCM battery could still illustrate a decent capacity of 149 mAh g- 1 at 0.5 C and RT. The proposed ICSE design represents a promising strategy for the practical application of high-performance LPMB.",N/A,"149 mAh g-1, 157 mAh g-1","0.5 C, 0.1 C",5.24 V vs. Li/Li+,500
125,doc_125,"In conventional lithium-ion batteries (LIBs), the active lithium from the lithium-containing cathode is consumed by the formation of a solid electrolyte interface (SEI) at the anode during the first charge, resulting in irreversible capacity loss. Prelithiation additives can provide additional active lithium to effectively compensate for lithium loss. Lithium oxalate is regarded as a promising ideal cathode prelithiation agent; however, the electrochemical decomposition of lithium oxalate is challenging. In this work, a hollow and porous composite microsphere was prepared using a mixture of lithium oxalate, Ketjen Black and transition metal oxide catalyst, and the formulation was optimized. Owing to the compositional and structural merits, the decomposition voltage of lithium oxalate in the microsphere was reduced to 3.93 V; when being used as an additive, there is no noticeable side effect on the performance of the cathode material. With 4.2% of such an additive, the first discharge capacity of the LiFePO4 & Vert;graphite full cell increases from 139.1 to 151.9 mAh g-1, and the coulombic efficiency increases from 88.1% to 96.3%; it also facilitates the formation of a superior SEI, leading to enhanced cycling stability. This work provides an optimized formula for developing an efficient prelithiation agent for LIBs.",LiFePO4 & Vert;graphite full cell,"139.1 mAh g-1, 151.9 mAh g-1",N/A,N/A,N/A
126,doc_126,"Despite the widespread commercialization of LiFePO4 as cathodes in lithium-ion batteries, the rigid 1D Li-ion diffusion channel along the [010] direction strongly limits its fast charge and discharge performance. Herein, lattice engineering is developed by the planar triangle BO33- substitution on tetrahedron PO43- to induce flexibility in the Li-ion diffusion channels, which are broadened simultaneously. The planar structure of BO33- may further provide additional paths between the channels. With these synergetic contributions, LiFe(PO4)(0.98)(BO3)(0.02) shows the best performance, which delivers the high-rate capacity (66.8 mAh g(-1) at 50 C) and long cycle stability (ultra-low capacity loss of 0.003% every cycle at 10 C) at 25 degrees C. Furthermore, excellent rate performance (34.0 mAh g(-1) at 40 C) and capacity retention (no capacity loss after 2500 cycles at 10 C) at -20 degrees C are realized.",LiFePO4,N/A,"40 C, 50 C",N/A,2500 cycles
127,doc_127,"In recent years, LiFePO4 (LFP) has been widely used as the cathode of lithium-ion batteries due to its excellent stability, safety, and low cost. However, the low electronic conductivity limits its applications at low temper-ature or in high power occasions. Herein, we fabricated a network with excellent electrical conductivity using two-dimensional MXene to improve the poor conductivity of the LFP cathode. Benefited from the hydrophilic-ity of MXene, LFP and MXene were evenly dispersed in the water by ultrasonic treatment and freeze-dried to obtain LiFePO4/MXene (LFP/MXene) powder. Then, Ketjen black (KB) was mixed into the electrode slurry to prevent the restacking of 2D MXene and form a surface-chain conductive network structure. The prepared LFP/MXene/KB electrode exhibits an excellent rate performance (-120 mAh g-1 even at 10 C-rate) at room temperature. Combined with the electrolyte with low de-solvation energy using 1,3-dioxolane as the solvent, the LFP/MXene/KB electrode displays a good low-temperature tolerant performance. Only a weak IR drop can be detected, and about 133 mAh g-1 discharge capacity can be maintained at -40 degrees C and 0.1 C-rate. Both of these provide a practical guidance for the design of LFP with outstanding rate and low-temperature performances.",LFP,-120 mAh g-1,10,,
128,doc_128,"Modern society relies heavily on energy, driving global research into sustainable energy storage and conversion technologies. Concurrently, the increasing volume of waste generated by industrial and commercial activities emphasizes the need for effective waste management strategies. Carbonization emerges as a promising solution, converting waste into energy and valuable end products such as biochar. This study explores an approach for valorizing bone-based food waste, presenting innovative pathways for managing the escalating issue of food waste. We investigate carbon derived from cattle bone waste, carbonized at 800 degrees C (CBW8), to design sustainable full-cell lithium-ion batteries (FLIBs). FLIBs featuring CBW8 as the anode material and LiFePO4 as the cathode exhibit exceptional cycling life, even at high current rates. The cell demonstrates a high specific capacity of 165 mAh g-1 at 0.5 C, maintaining stable performance over 1800 cycles at various C-rates. This work not only advances the field of sustainable energy and waste management, but also opens new avenues for eco-friendly technological applications.",LiFePO4,N/A,0.5,N/A,1800
129,doc_129,"By employing FePO4, LiOH center dot H2O, and sucrose as starting materials, LiFePO4/C cathode material is produced through a carbothermal reduction method. The FePO4 precursor is synthesized via a straightforward chemical precipitation method with the hydrochloric acid leaching liquor from Fe-P waste slag as a source of Fe and P. This study explores the impact of various precipitants, namely, Na2CO3, NaOH, and NH3 center dot H2O (FP-1, FP-2, FP-3) on the crystal phase, morphology, and particle size microstructure of the FePO4 using X-ray diffraction (XRD), scanning electron microscopy (SEM), thermogravimetric analysis (TGA), differential scanning calorimetry (DSC) and particle size analyzer. The results show that all the prepared materials are pure phase and composed of irregular nanoparticles. The LiFePO4 sample, synthesized with FP-1 as a precursor, demonstrates superior electrochemical properties as a cathode material in the field of lithium-ion batteries, indicating great application potential. At various current rates (0.1, 0.2, 0.5, 1, 2, 5, and 10C), the discharge capacities are 140.8, 138.9, 138.0, 134.6, 128.6105.5, and 61.8 mAh g(-1). After 100 cycles at the specified rates, a 100% recovery rate is achieved at 1C. This study introduces a pioneering and efficient approach for utilizing the Fe-P waste slag, offering substantial societal and economic advantages that contribute to the sustainable development of industries.",LiFePO4,Up to 140.8 mAh g(-1),"0.1, 0.2, 0.5, 1, 2, 5, and 10C",N/A,N/A
130,doc_130,"Developing a green and efficient approach for recovering Li from cathode materials is important in recycling spent LiFePO4 batteries. A facile and efficient oxidation process was developed to selectively recover Li from spent LiFePO4 batteries. The common oxidant NaClO was used to avoid using acid or alkali in the leaching process. The leaching rate of Li reached 99.8% under the selective optimal leaching conditions of 0.54 mol/l NaClO, leaching time 60 min, leaching temperature 60 degrees C and solid-liquid ratio 1 g/l. The high leaching efficiency can be ascribed to the combination of oxidability and high pH value of the NaClO solution. Meanwhile, leaching and precipitation were carried out simultaneously in this process, which promoted the leaching reaction. High performance LiFePO4/C was resynthesized using the recovered products. The specific capacity of the first discharge at 1 C was 147.1 mAh/g and the capacity retention rate at 1 C was 97.55% after 200 cycles. The oxidation approach is acid free and has low energy consumption for green recovery of spent LiFePO4 batteries.",LiFePO4,"47.1 mAh/g, 147.1 mAh/g (first discharge)",1 C,,200 cycles
131,doc_131,"The minimization of irreversible active lithium loss is a critical challenge in rechargeable lithium batteries, especially for grid-storage applications where high energy density and low life-cycle cost are essential. In this study, a Li2Se@C composite was synthesized via a simple carbothermal reduction method as a lithium supplement for lithium-ion batteries. The carbon-coated Li2Se exhibits enhanced air stability, retaining its structural integrity without degradation for 5 h in air with 50 % humidity. Electrochemical evaluations conducted in LiFePO4||graphite full cells demonstrate that the Li2Se@C composite effectively compensates for lithium loss during solid electrolyte interphase (SEI) formation, resulting in an increase of the initial capacity from 113 mAh g(-1) to 126 mAh g(-1). Moreover, it enhances cycling stability, with capacity retention improving from 84 % to 89 % after 500 cycles. Characterization shows that delithiation of Li2Se generates amorphous selenium, which forms selenium-carbon bonds to improve cathode conductivity and stability. Electrochemical calculations further confirm that the Li2Se-carbon heterojunction facilitates electron transfer, significantly boosting conductivity. These results highlight the potential of Li2Se@C as a reliable lithium supplement, offering improved energy density and overall battery performance.",LiFePO4||graphite,"113 mAh g(-1), 126 mAh g(-1)",N/A,N/A,500
132,doc_132,"Although LiFePO4 has the advantages of low raw material cost, excellent safety, and cycle performance, it remains challenging to achieve high-rate and low-temperature long cycling performance. To this context, porous hierarchical carbon-coated LiFePO4/Ti3C2@C composites for lithium-ion battery cathodes are successfully synthesized through in situ solvothermal method confined growth. LiFePO4 nanoparticles are uniformly grown in situ between highly conductive Ti3C2 layers to form a surface-point-surface porous hierarchical conductive network. The accordion-like-structured Ti3C2 can provide fast ion and electron conduction channels and effectively inhibit the agglomeration of the LiFePO4 nanoparticles. These phenomena are beneficial to improve the high-rate performance, cycle stability, and low-temperature performance of LiFePO4/Ti3C2. LiFePO4/Ti3C2@C delivers a high initial discharge capacity of 120 mAh g(-1) at 5 C. LiFePO4/Ti3C2@C shows excellent low-temperature performance with discharge capacity of 47.7 mAh g(-1) and a perfect capacity retention of 99.2%, over 200 cycles at 1 C under - 20 degrees C.",LiFePO4/Ti3C2@C,120 mAh g(-1),5 C,,200
133,doc_133,"This study aimed to develop In-doped LiFePO4 cathode materials for lithium ion power batteries in electric vehicles that meet the requirements of both fast acceleration and long-term reversible charge-discharge stability. We focused on investigating the role of indium doping in enhancing high-rate capability. Density functional theory (DFT) calculations revealed that successful substitution of In at Fe site exhibits distinct features for both LiFe1-xInxPO4 and Fe1-xInxPO4. The results showed that the presence of In in unlithiated Fe1-xInxPO4 can lower the diffusion energy barrier of lithium ions. On the other hand, the introduction of In in lithiated LiFe1-xInxPO4 creates an impurity energy band at the Fermi energy level, which enhances electron conductivity of the active material. Experimental data demonstrated that with 2% In doping, the 2% In3+-LFP/C electrode delivers 160 mAh g-1 at 0.1C, and 150 mAh g-1 at 1C (with excellent retention rate of 98% after 700 cycles). Additionally, the In-doped electrode provided higher discharge capacity at high-rates (5C and 10C) due to improved electron conductivity and lithium ion diffusion properties. These findings prove that indium doping is an effective approach to reinforcing the electrochemical capabilities of high-rate LiFePO4 cathode material for lithium storage.",LiFePO4,150 mAh g-1,"1C, 5C, 10C",N/A,700
134,doc_134,"LiMn2O4 and LiFePO4 materials are widely applied in electric vehicles and energy storage. Currently, spent LiMn2O4 and LiFePO4 materials recycling is challenged by long process, high energy consumption, and poor recycling economy due to the indispensable metal separation in their recycling. Aiming at this challenge, an upcycling of low-value cathode materials to high-value high-voltage lithium ferromanganese phosphate (LMFP) by simple leaching and hydrothermal reaction is proposed, and the LMFP material with ultrahigh rate capability and reversibility due to its homogenized element distribution, well-defined nanorods particles, short Fe/Mn & horbar;O bond and long average Li & horbar;O bond length is regenerated. The initial discharge capacity reaches 144.2 mAh g-1 with 87% capacity retention after 1000 cycles at 1 C. Even cycling at 5 C, a discharge capacity of 136.9 mAh g-1 with 86.4% capacity retention is achieved after 1000 cycles. Kinetics analysis and characterizations of the regenerated LMFP material after cycling further reveal its fast diffusion ability and stable structure. This work sheds light on the potential value of LMFP material regeneration and offers an economic strategy for upcycling of spent low-value cathode materials.",LMFP,"144.2 mAh g-1, 136.9 mAh g-1 (after cycling)","1 C, 5 C",N/A,1000
135,doc_135,"Surface-modified cathode materials have been developed to achieve high-performance lithium secondary batteries with higher capacity, rate capability, and longer cycle performance than bulk active materials. In this study, a new surface-modified active material was explored through a low-temperature in situ-solution wrapping method (LiFePO4@Li4SiO4 composite). In addition, high Li-ion and electronic conductivity materials with amorphous nanostructures, in which the bulk LiFePO4 nanoparticles were covered with a Li4SiO4 layer, were demonstrated. In lithium-ion batteries, the LiFePO4@Li4SiO4 composite demonstrated enhanced charge transfer kinetics, which lowered the interfacial resistance between electrode and electrolyte and resulted in enhanced electrochemical performance when compared to that of bulk LiFePO4. Furthermore, Li4SiO4 is introduced as a surface stabilizer and effective Li-ion conductor to avoid side reactions and prevent the dissolution of active materials into the electrolyte. The designed cathode delivers a high specific discharge capacity of 171.8 mAh g(-1) at 0.1 C with 99.76 % capacity retention after 150 cycles and a high capacity of 121.2 mAh g(-1) at 10 C. Moreover, Li-ion full batteries employing LiFePO4@Li4SiO4 and graphite displayed a high specific energy density of 416.078 Wh kg(-1) at a power density of 69.34 W kg(-1) at 5 C. In summary, this paper reports a new strategy based on low-temperature in situ solution phase wrapping materials for developing active materials for high energy-power density energy storage devices.",surface-modified cathode materials,"171.8 mAh g(-1), 121.2 mAh g(-1)","0.1 C, 10 C",N/A,150
136,doc_136,"Cathodes made of LiFePO4 (LFP) offer numerous benefits including being non-toxic, eco-friendly, and affordable. The distinctive olivine structure of LFP cathodes contributes to their electrochemical stability. Nonetheless, this structure is also the cause of their low ionic and electronic conductivity. To enhance these limitations, an uncomplicated approach has been effectively employed. A straightforward solid-state synthesis technique is used to apply a coating of biomass from potato peels to the LFP cathode, boosting its electrochemical capabilities. Potato peels contain pyridinic and pyrrolic nitrogen, which are conducive to ionic and electronic movement and facilitate pathways for lithium-ion and electron transfer, thus elevating electrochemical performance. When coated with nitrogen-doped carbon derived from potato peel biomass (PPNC@LFP), the LFP cathode demonstrates an improved discharge capacity of 150.39 mAh g-1 at a 0.1 C-rate and 112.83 mAh g-1 at a 1.0 C-rate, in contrast to the uncoated LFP which shows capacities of 141.34 mAh g-1 and 97.72 mAh g-1 at the same rates, respectively.",LFP,"150.39 mAh g-1, 141.34 mAh g-1, 112.83 mAh g-1, 97.72 mAh g-1","0.1 C-rate, 1.0 C-rate",N/A,N/A
137,doc_137,"This study investigates the synthesis of Lithium Iron Phosphate (LFP) with NMC-doped cathode materials, aiming to enhance the performance of lithium-ion batteries. The NMC content was varied from 0.02 to 0.10wt%, and 1wt% of (NH4)3PO4was 4 ) 3 PO 4 was added to all conditions to prevent phosphate loss during the calcination process. The composite powder was prepared using a straightforward mixed oxide method, with a calcination temperature of 600 degrees C for 5 hours under an argon gas flow. X-ray diffraction (XRD) analysis confirmed the successful formation of pure LFP with an orthorhombic crystal structure, devoid of any secondary phases. To further explore the impact of NMC doping on the structural characteristics, FTIR and Raman spectroscopy were employed. Results revealed that increasing NMC doping concentration beyond 0.02wt% led to the broadening of the PO 4 3- symmetric stretching band at approximately 947 cm-1 -1 disorder was found to adversely affect electrochemical performance, resulting in decreased discharge capacity and increased impedance, as determined by electrochemical impedance spectroscopy (EIS), with higher concentrations of NMC and (NH4)3PO4. 4 ) 3 PO 4 . Scanning Electron Microscopy (SEM) analysis unveiled the presence of agglomerated particles ranging in size from 0.5 to 0.9 microns. Optimal conditions were identified with the addition of NMC doped at 0.02wt%, which exhibited a discharge capacity of approximately 119.41 mAh/g at 0.2 C, along with a low impedance of 200 Ohm. Moreover, the 0.02wt% sample demonstrated a promising linear trend in cycle performance, suggesting its potential for future applications in lithium-ion batteries. , indicating a higher degree of disorder in the LFP structures. This",NMC-doped LFP,119.41 mAh/g,0.2,N/A,Not specified
138,doc_138,"Gel electrolyte composite with high areal capacity cathode effectively improves battery energy density and safety. Still, the insufficient interface contact between electrolyte and electrode limits the capacity release inside the thick cathode. Here, we rationally design a self-supporting cathode and use the in-situ polymerization method to integrate the gel electrolyte with the cathode. This cathode can effectively reduce the content of inactive electrode components. Meanwhile, the design of the regularly-arranged pore structure of the cathode introduced by laser texturing facilitates the penetration of the prepolymer solution and enables outstanding lithium-ion transport. Notably, the quasi-solid LiFePO4/Li half-cell with active material loading of 8 mg cm(-2) exhibits good electrochemical performance (118.5 mAh g(-1) after 100 cycles at 0.2C at room temperature). Moreover, when the loading of active materials increases to 30 mg cm(-2), the LiFePO4/Li4Ti5O12 full-cell can still have a relatively high discharge capacity (105.9 mAh g(-1) after 400 cycles at 0.2C at room temperature). It is worth noting that the quasi-solid pouch cell prepared by in-situ polymerization has a certain flexibility, indicating that this strategy has application potential in flexible electronic devices.",Thick cathode,105.9 mAh g(-1),0.2C,N/A,400
139,doc_139,"In this study, we introduce an innovative approach to enhance the electrochemical performance and longevity of lithium iron phosphate (LiFePO4, LFP) cathode materials through a novel saccharide-assisted unidirectional stacking method. The inherent challenges of LFP, such as low lithium-ion diffusion and limited electrical conductivity, are addressed by leveraging saccharides as binders to achieve precise alignment of LFP particles. This method facilitates the formation of unobstructed lithium-ion pathways, significantly enhancing Li+ ion diffusion rates and cycle stability. The unmodified LFP cathode exhibited a lithium-ion diffusion coefficient (DLi+) of 7.79 x 10-12 cm2 s-1, while the S5 (sucrose 5 %) LFP cathode demonstrated a superior diffusion coefficient of 3.5 x 10-10 cm2 s-1. Additionally, the S5-LFP achieved a remarkable discharge capacity of 165.1 mAh g-1 at a 0.1C rate, compared to 147.8 mAh g-1 for the unmodified LFP. The cycle stability was also significantly improved, with the S5-LFP retaining 86.3 % of its capacity after 2,000 cycles at a 5C rate, whereas the unmodified LFP retained only 79.2 % under the same conditions. These improvements are attributed to the optimized particle alignment achieved through saccharide-assisted stacking, which enhances Li+ ion diffusion and overall electrochemical performance. Additionally, the structural integrity and electrochemical stability of the S5-LFP cathodes were thoroughly validated through a comprehensive set of characterization methods and electrochemical tests, highlighting the scalability and cost-effectiveness of this technique for battery manufacturing. This breakthrough in cathode material design offers a promising pathway for the development of highperformance, durable lithium-ion batteries, particularly for applications in electric vehicles and other demanding energy storage systems.",LFP,165.1 mAh g-1 (0.1C rate),0.1,N/A,N/A
140,doc_140,"The conventional binder polyvinylidene fluoride (PVDF) exhibits substantial polarization resistance at high magnification because of its inertness to Li+ and electrons. In addition, 1-methyl-2-pyrrolidinone (NMP) solvents are toxic, expensive, and environmentally harmful. In this study, we enhanced the poly(3,4-ethylenedioxythiophene)/poly(styrenesulfonate) (PEDOT:PSS) binder by incorporating varying ratios of tannic acid (TA) to develop a water-soluble TA-PEDOT:PSS (TAPE) binder. TAPE(1,1) with a TA to PEDOT:PSS ratio of 1:1, designated as TAPE1,1, exhibited high tensile strength (7.55 N/m), low impedance (61 Omega), remarkable cycling stability of 121 mAh g (-) (1) (retaining 83.6 % capacity over 1000 cycles), and excellent rate performance (95 mAh g (-) (1) at a 10C rate). Consequently, this study provides valuable insights into the design of high-performance lithium batteries.",N/A,"121 mAh g (-) (1), 83.6 %",10C,N/A,1000
141,doc_141,"To maintain the integrity of electrodes via conductive binders plays a critical role for Li-ion batteries. In this letter, polyaspartic acid (PASP) was synthesized and used as a novel water-soluble binder for an LiFePO4 (LFP) cathode. At a 1 C current density, this LiFePO4 cathode had a discharge specific capacity of 152 mAh g(-1) and retained close to 100% of the initial specific capacity after 40 cycles. Furthermore, this LiFePO4 cathode also maintained a high specific capacity of 122 mAh g(-1) at 5C rate. The results of electrochemical impedance spectroscopy and scanning electron microscopy indicated that the layer of PASP that was coated on the LFP electrode, which maintained the integrity of the conductive network and reduced the Li + diffusion path length of the LFP electrode. Based on these properties, PASP could be a prospective binder for LFP cathodes.",LiFePO4,"152 mAh g(-1), 122 mAh g(-1)","1 C, 5 C",N/A,40
142,doc_142,"In this work, we first report a novel in-situ fabrication of N-doped carbon fibers-wrapped nano-LiFePO4 composites by reducing low-cost FePO4 with nitrilotriacetic acid (NTA). The crystallization temperature, particle morphology, composition, phase have been investigated by thermogravimetric analysis (TGA), X-ray diffraction (XRD), X-ray photoelectron spectroscopic (XPS) and scanning electron microscopy (SEM). The proper content of NTA is 10 wt%. As cathode of lithium-half batteries, the LiFePO4 composites with 10 wt% NTA deliver superior lithium storage performance to the previously reported LiFePO4. Specifically, the composites approach a capacity of 155.5 mA h g(-1) after 500 cycles at 0.1C, 98 mAh g(-1) after 2000 cycles at 10C, and good rate capability, which is suitable for the development of power batteries.",cathode of lithium-half batteries,155.5 mA h g(-1),0.1C,N/A,500
143,doc_143,"The development and the characterization of a nanostructured binder-free anode for lithium-ion batteries exploiting the germanium high theoretical specific capacity (1624 mAh g(-1) for Li22Ge5 alloy) is herein presented. This anode secures remarkable performances in different working conditions attaining a 95% capacity retention at 1C (i.e., 1624 mA g(-1)) after 1600 cycles at room temperature and a specific capacity of 1060 mAh g(-1) at 10C and 450 mAh g(-1) at 60C. The nanostructured binder-free germanium-based anode shows also strong resilience in terms of temperature tests, being it tested from-30C to +60C. Indeed, the specific capacity remains unaltered from room temperature up to +60C, while at 0C the cell is still retaining 85% of its room temperature capacity. In a full-cell configuration with LiFePO4 as cathode, the Ge anode showed a stable specific capacity above 1300 mAh g(-1) for 35 cycles at C/10. Concerning the fabrication procedure, a two-step realization process is applied, where a Plasma Enhanced Chemical vapor Deposition (PECVD) is employed to grow a germanium film on a molybdenum substrate followed by hydrofluoric acid (HF) electrochemical etching, the latter having the scope of nanostructuring the Ge film. Finally, compositional, morphological, and electrochemical characterizations are reported to fully investigate the properties of the binder-free nanostructured germanium anode here disclosed.",LiFePO4,N/A,"10C, 60C",N/A,35
