,abstract_id,abstract,Anode,Capacity,C-rate,Voltage,Cycle number
68,doc_68,"The widespread use of wearable devices has triggered a huge demand for flexible power source. Flexible lithium-ion batteries (LIBs) are widely regarded as an ideal power source for wearable devices because of their high energy density and long cycle life, but their application is limited by traditional rigid electrodes. A promising strategy is to prepare flexible electrodes by synthesising active materials with high capacity on flexible carbon substrates. In this study, Co-doped 1T-MoS2 nanosheets were successfully anchored on a pretreatment carbon cloth (CC) by using a facile one-step solvothermal method, which is denoted as Co-MoS2/CC. Benefiting from the high conductivity and large layer spacing of the metallic 1T-MoS2, self-sup-porting CC framework, doping of cobalt and their synergistic effect, when used as a self-supporting anode for LIBs, Co-MoS2/CC delivers a high reversible capacity of 1392 mAh g(-1) at 0.1 A g(-1) and retains 611 mAh g(-1) at 2 A g(-1) over 300 cycles. Furthermore, it delivers a remarkable rate performance of 230 mAh g(-1) at 10 A g(-1). The facile and scalable synthesis method can also be applied to other similar flexible free-standing electrodes for the application of electrochemical energy storage. (C) 2022 Elsevier B.V. All rights reserved.",Co-MoS2/CC,1392 mAh g(-1),"0.1 A g(-1), 2 A g(-1), 10 A g(-1)",,300 cycles
69,doc_69,"The scalable synthesis of MoS2/ N-doped carbon ( MoS2/NC) nanosheets was accomplished using a facile salt templateassisted synthesis method. The MoS2 nanosheets were uniformly encapsulated in nitrogen-doped carbon frameworks. As an anode for sodium-ion batteries (SIBs), the electrochemical performance of the MoS2/ NC electrode was significantly improved compared to pure MoS2, which demonstrated a reversible capacity of 334.6 mAh g(-1) after 100 cycles at 0.2 A g(-1); even after 250 cycles of 1 A g(-1), the capacity could still be maintained at 252.9 mAh g(-1). This excellent sodium storage performance was mainly due to the coupling of nitrogen-doped carbon with MoS2 and the uniform distribution of the nanosheets, which improved the reaction kinetics. Besides, the electrochemical reconstruction ensured the integrity of the electrode. This work was of great significance for the large-scale synthesis of MoS2 anode material with enhanced stability SIBs.",MoS2/ NC,252.9 mAh g(-1),"0.2 A g(-1), 1 A g(-1)",N/A,"100, 250"
70,doc_70,"Molybdenum disulfide (MoS2), a classical graphene-like layered transition metal disulfide (TMD), shows great potential as an excellent Li+ storage and transport channel for lithium-ion batteries (LIBs) due to its high theoretical capacity. Nevertheless, the narrow interlayer spacing, slow Li+ diffusion kinetics and low intrinsic conductivity of stable 2H-MoS2 limit its application. In this work, 1 T-MoS2/C with expanded layer spacing and carbon molecular layers alternately stacked into nanosheet structures were constructed by a one-step hydrothermal method using an interlayer carbon strategy. This layered heterogeneous structure aims to stack the alternating MoS2 and carbon layers, thereby maximizing the specific contact area between the active substance and the cushioning layer. The effective mitigation of active material loss caused by crushed MoS2 or low intrinsic conductivity. The prepared 1 T-MoS2/C electrode has a high specific capacity of 1191 mAh/g at 0.1 A/g. The specific capacity of the electrode was 1185 mAh/g after 700 cycles at 0.5 A/g, stabilized at 2000 mAh/g after 1000 cycles at 1 A/g, and remained at 630 mAh/g after 2000 cycles at 2 A/g. This layered design electrode material has great potential to be generalised to other types of layered materials.",T-MoS2/C,"1191 mAh/g, 1185 mAh/g, 2000 mAh/g, 630 mAh/g","0.1 A/g, 0.5 A/g, 1 A/g, 2 A/g",N/A,"700, 1000, 2000"
71,doc_71,"Layered molybdenum disulfide (MoS2) is a promising anode material for lithium-ion storage and its coupling with graphene can further improve the specific capacity and cycling stability. In this work, a feasible poly-acrylamide (PAM)-assisted approach to prepare the flower-like MoS2 nanosheets encapsulated by nitrogen-doped graphene (FL-MoS2/N-G) is proposed. The PAM is taken as the directing agent for the layered assembly of graphene and further confined growth of FL-MoS2 in the interlayers of the graphene. The unique encapsulation construction of MoS2 and N-doped graphene leads to the high loading of active species and stabilized structural integrity after the continuous Li+ ion intercalations. Theoretical simulation results reveal that the MoS2 nano-sheets coupled with N-doped graphene can accelerate the charge transfer process and create extra lithiation sites with decreased diffusion resistance of Li+ ions. As the anode material in lithium-ion batteries (LIBs), the target FL-MoS2/N-G composite exhibits a high reversible capacity of about 1202 mAh g-1 at 0.2 A g-1 and it can remain 835 mAh g-1 even at 5 A g-1, highlighting an excellent rate capacity. Additionally, the FL-MoS2/N-G anode is also capable of delivering a long-term cycling performance with a capacity retention of about 78% after 800 cycles. Furthermore, benefiting from the fast charge transfer process of the FL-MoS2/N-G dominated by surface capacitive behavior, the lithium-ion hybrid capacitor with good electrochemical performance was fabricated to brighten its practical application prospect. The current work presents a new insight into the fabrication of high-loading MoS2/N-doped graphene composites with unique nanostructures for high-performance lithium-ion storage.",FL-MoS2/N-G,"1202 mAh g-1, 835 mAh g-1","0.2 A g-1, 5 A g-1",N/A,800
72,doc_72,"Hybrid-structured coupling metal dichalcogenides with carbon materials serve as prospective anode materials for lithium-ion batteries (LIBs) due to their high electrical conductivity, rich active sites, and Li+ diffusion path for Li+ storage. In the present work, graphene-wrapped ZnS-MoS2@carbon composites (ZnS-MoS2/rGO@C) are synthesized via high-temperature mixing during the hydrothermal and carbonation processes. The as-prepared ZnS-MoS2/rGO@C composites display alleviated volume change in the electrochemical process, increased Li+ diffusion speed, and improved conductivity, which are caused by the synergic effect of phase boundaries and hierarchical construction. Therefore, the ZnS-MoS2/rGO@C composites show superior lithium storage capacity and structure stability, and possess ultrastable cycle (581.0 mAh g-1 after 500 cycles at 1 A g-1) and good rate performance (310.7 mAh g-1 at 5 A g-1). This work confirms that anode materials with a hybrid structure can be rationally engineered for high-performance LIBs with superior cycle durability and good rate capability.",Hybrid-structured metal dichalcogenides with carbon materials,N/A,Rate capability (not specified),N/A,Superior cycle durability
73,doc_73,"Potassium-based batteries represent one of the emerging classes of post-lithium electrochemical energy storage systems in the international scene, due to both the abundance of raw materials and achievable cell potentials not far from those of lithium batteries. In this context, it is important to define electrodes and electrolytes that give reproducible performance and that can be used by different research groups as an internal standard when developing new materials. We propose molybdenum disulfide (MoS2) as a valid anode choice, being a commercial and easily processable material, the 2D layered structure of which is promising for large potassium ions reversible storage. It has been proven to work for hundreds of cycles, keeping a constant specific capacity around 100 mAh g(-1) while also preserving its electrochemical interphase and morphology.",Molybdenum disulfide (MoS2),100 mAh g(-1),N/A,N/A,hundreds
74,doc_74,"Although molybdenum disulfide (MoS2) has been nominated as a high theoretical capacity anode material for lithium-ion batteries (LIBs), intrinsic low electrical conductivity and massive volume expansion are significant obstacles to its application investment. Herein, a novel synthesis method has been developed to prepare the carbon foam/MoS2 (CF/MoS2) nanocomposite through an in-situ vapor-liquid-solid (VLS) mechanism to over-come its inherent disadvantages as a LIBs anode. A newfound MoS-polyHIPE, polyHIPE containing Mo and S precursors, was synthesized to provide the reaction confinement spaces. The in-situ reaction between sodium molybdate melt and gaseous sulfur products derived from decomposing the S precursor in the highly nanoporous polymer during low-temperature pyrolysis (700 degrees C) led to the precipitation of MoS2 nanoparticles in the carbon backbone. The X-ray diffraction (XRD), X-ray photoelectron spectroscopy (XPS), and Raman analysis demon-strated the formation of 1T/2H-MoS2. The TEM and HAADF-STEM micrographs revealed the ultra-small MoS2 nanoparticles with a hollow spherical shape well-distributed in the carbon framework. The unique composite structure of the homogeneously dispersed tiny nanoparticles in a nanoporous matrix caused fast diffusion of lithium ions, separated MoS2 nanoparticles without aggregation, and structural stability. The prepared composite exhibited a high specific capacity of 1051 mAh g-1 after 100 charge/discharge cycles. The composite also exhibited a significant specific capacity of 600 mAh g-1 at the high current density of 3C as an anode material for LIBs.",Material for LIBs,"1051 mAh g-1, 600 mAh g-1",3C,N/A,100
75,doc_75,"Molybdenum disulfide (MoS2) emerges as a promising candidate for energy storage applications owing to its outstanding physical and electrochemical characteristics. However, at elevated current densities, the active sites within MoS2 tend to aggregate, which diminishes their functionality. This aggregation reduces the capacity for Li+ intercalation and contributes to suboptimal rate performance. Herein, MoS2 with extended layer spacing is constructed using an interstitial carbon strategy and is effectively complexed with nitrogen-rich carbon (g-C3N4). By alternately stacking MoS2 and g-C3N4 to form a nanoscale layered heterostructure, the interface area between the active material and the buffer layer is greatly increased. This configuration effectively reduces the loss of active material caused by MoS2 crushing and improves its low intrinsic conductivity. In addition, the prepared g-C3N4/MoS2 composites have abundant N-active sites and mesoporous structures, which greatly improve the lithium storage performance. Electrochemical tests reveal that the g-C3N4/MoS2 electrode achieves a specific capacity of 1616 mAh g(-1) after 300 cycles at 0.1 A g(-1), and 1350 mAh g(-1) after 1000 cycles at 0.5 A g(-1). The electrode demonstrates remarkable cycling stability and exceptional rate performance. The enhanced electrochemical performance is attributed to the rational design of the nanoscale heterostructure. These results surpass those of most MoS2-based anode materials reported in the literature.",MoS2,1350 mAh g(-1),"0.5 A g(-1), 0.1 A g(-1)",N/A,"1000, 300"
76,doc_76,"The enhancement of electrochemical performance in lithium-ion batteries can be achieved through the incorporation of MoS2 with carbon materials and various metal sulfides. In this study, a ZnS/MoS2 heterostructure was developed, featuring a two-dimensional nitrogen-doped carbon nanosheet (NC) backbone. The synthesis of ZnMoZIF-L precursors was accomplished by introducing a Mo source in a 1 : 1 molar ratio during the ZIF-L synthesis process. Following high-temperature carbonization and vulcanization treatment, ZnS/MoS2@NC composite materials were successfully synthesized. Compared to the unvulcanized ZnO/MoO3@NC and MoS2 samples, the ZnS/MoS2@NC composite exhibits remarkable lithium storage performance. At a current density of 500 mA g-1, the initial reversible capacity capacity is still as high as 1674 mAh g-1. Furthermore, this composite material demonstrates optimal rate capabilities and a significant contribution to pseudocapacitance. The nitrogen-doped carbon framework effectively mitigates volume changes, while the heterostructural design provides more active sites for lithium-ions, thereby enhancing lithium storage performance.",N/A,1674 mAh g-1,500 mA g-1,N/A,N/A
77,doc_77,"Magnesium-ion batteries (MIBs) and dual-salt magnesium/lithium-ion batteries (MLIBs) have emerged as promising contenders for next-generation energy storage. In contrast to lithium metal anode in lithium metal batteries, magnesium metal anode in MIBs and MLIBs presents a safer alternative due to the limited dendrite growth and higher volumetric capacity, along with higher natural abundance. This study explores a MLIB configuration with a novel cathode design by employing a 2D/2D nanocomposite of 1T/2H mixed phase MoS2 and delaminated Ti3C2Tx MXene (1T/2H-MoS2@MXene) to address challenges associated with slow kinetics of magnesium ions during cathode interactions. This cathode design takes advantage of the high electrical conductivity of Ti3C2Tx MXene and the expanded interlayer spacing with enhanced conductivity of the 1T metallic phase in 1T/2H mixed phase MoS2. Through a designed synthesis method, the resulting nanocomposite cathode maintains structural integrity, enabling the stable and reversible storage of dual Mg2+ and Li+ ions. The nanocomposite cathode demonstrates superior performance in MLIBs compared to individual components (253 mAh g(-1) at 50 mA g(-1), and 36% of capacity retention at 1,000 mA g(-1)), showcasing short ion transport paths and fast ion storage kinetics. This work represents a significant advancement in cathode material design for cost-effective and safe MLIBs.",Magnesium metal,N/A,"50 mA g(-1), 1,000 mA g(-1)",N/A,N/A
78,doc_78,"Hierarchical porous honeycomb microspheres assembled by MoS2 nanocrystals-embedded carbon nanosheets are synthesized by constructing polystyrene (PS) sphere-embedded Mo-polydopamine organic/inorganic hybrid microspheres, followed by carbonization and sulfuration. The as-prepared composite is systematically studied by various material characterization techniques. It is found that the diameters of the microspheres and honeycomb pores are 3-5 mu m and 200 nm. The specific surface area reaches 150.8 m2 g-1. MoS2@honeycomb carbon microsphere anode can achieve outstanding rate performance (237 mAh g-1 at 10 A g-1), high specific capacity and stable long-term cycling performance (reversible capacity of 1199 mAh g-1 at 0.1 A g-1 after 120 cycles, 599 mAh g-1 at 2 A g-1 after 300 cycles with capacity decay rate of 0.07 % per cycle, 495 mAh g-1 at 5 A g-1 after 500 cycles). The high reversible capacity is mainly derived from conversion reaction of MoS2 and lithiation reaction of S, as revealed by the analyses on the rate discharge curves. Kinetic measurements and ex-situ char-acterization further demonstrate the fast and stable Li+ diffusion, low impedance, strong capacitive effect and robust composite structure. The assembled full cell exhibits a reversible capacity of 209.7 mAh g-1 after 1880 cycles at 5 A g-1 and can power a red LED lamp. Overall, the excellent lithium storage performance manifests the significant potential of this MoS2 composite in high-performance lithium-ion batteries.",MoS2@honeycomb carbon microsphere,"1199 mAh g-1, 599 mAh g-1, 495 mAh g-1","0.1 A g-1, 2 A g-1, 5 A g-1, 10 A g-1",N/A,"120, 300, 500"
79,doc_79,"MoS2 is considered a promising substitute anode for lithium-ion batteries (LIBs) due to its twodimensional layered structure and large theoretical specific capacity. However, the low conductivity and poor structural stability of MoS2 limit its practical applications. Here, a simple self-assembly strategy is adopted to successfully synthesize MoS2/C@G with a 3D porous hybrid nanosheet structure. By utilizing the chitosan can effectively bonding the layered MoS2 with N-doped graphene to construct a layered sandwich-like structure, which ensures the uniform and non-agglomeration distribution of the synthesized few-layer MoS2 nanosheets between graphene sheets. In addition, the strong bond between MoS2 and graphene makes these two components tightly bonded, which greatly improves the electronic conduction and guarantees structural stability. Based on the above advantages, MoS2/C@G as the electrode for LIBs exhibits high reversible capacity and superior cycling stability, with a capacity of 667.7 mAh g(-1) at a high current density of 0.5 A g(-1) after ultra-long 1000 cycles, even without significant capacity decay. This method also provides an advanced perspective for the fabrication of highperformance graphene composite anode materials. (C) 2022 Elsevier Ltd. All rights reserved.",MoS2,N/A,0.5 A g(-1),N/A,1000
80,doc_80,"In this paper, thin free standing films based on ultrafast self-expanded reduced graphene oxide (ERGO) and exfoliated molybdenum disulfide (ex-MoS2) were prepared via vacuum-assisted filtration and tested as anodes in Li-ion half-cells. Three films with GO to ex-MoS2 ratio of 1:1, 1:2 and 2:1 were assembled (ERGO/MoS2-1, ERGO/MoS2-2, ERGO/MoS2-3, respectively). Reduction of GO-based films was conducted via ultrafast selfexpanded reaction (USER) in Ar atmosphere. This process not only immediately reduced GO but also significantly expanded films structure. The sample with the highest specific capacity and the highest stability consisted of GO and ex-MoS2 with ratio of 1:1. The anode composed of this film showed approximately 6 times higher discharge capacity (916 mAh/g at 50 mA/g) than reference film (RGO/MoS2-1) where graphene oxide was thermally reduced in a furnace (145 mAh/g at 50 mA/g). Such high performance is associated with the expanded structure of ERGO allowing better lithiation yield and served as a protection of ex-MoS2 against overexpanding upon charging/discharging process. What is more, the proposed Li-ion half-cells are free of any non-active materials e.g. carbon black or poly(vinyl difluoride) which are commonly used in batteries increasing the cost of the whole energy storage device.",ERGO/MoS2,916 mAh/g,50 mA/g,N/A,N/A
81,doc_81,"Molybdenum disulphide (MoS2) is a promising anode material for sodium-ion batteries (SIBs) owing to its graphene-like layered structure and high-capacity (670 mAh/g). However, its inherent poor electrical conductivity and slow Na-ion transportation are the two vital factors limiting its application in SIBs. Herein, the petals-like N-doped carbon@MoS2 (N -C@MoS2) nanosheets anode are elaborately constructed by the MoS2 host, g-C3N4 soft-template and carbonated pyrrole conductive matrix. Particularly, the g-C3N4 as a soft-template can effectively inhibit the agglomeration of MoS2 nanosheets during high temperature treatment and realize nitrogen doped of carbon layer. Most importantly, N-doped carbon layers can improve the electronic ionic diffusion rate and conductivity as well as generate numerous active sites. The volume expansion of MoS2 is also mitigated due to the constraint of carbon layer by improving the surface electrical property and surface activity. Therefore, the N -C@MoS2 electrode displays excellent long cycle-life and high-capacity as SIBs anode, which delivers high-capacity of 399 and 246 mAh/g after 300 and 1000 cycles at 0.2 and 1.5 A/g, respectively. The idea of preparing N -C@MoS2 composite material based on g-C3N4 soft-template afford experimental origin for the further progress of Na-storage device and can be certainly stretched to other transition metal compounds that can form composite structure with g-C3N4.",N-doped carbon@MoS2 (N -C@MoS2),"670 mAh/g, 399 mAh/g, 246 mAh/g",N/A,N/A,"300, 1000"
82,doc_82,"The two-dimensional (2D) layered material molybdenum disulfide (MoS2) exhibits a special Mo-S-Mo sandwich structure with a rather large spacing, making it a promising candidate as an anode material for sodium storage applications. Unfortunately, the practical applications are limited by their intrinsically low electrical conductivity, significant volume alteration and severe particle agglomeration. In this study, we designed a new two-step solvothermal strategy to synthesize ultrathin nanosheet-assembled MoS2 hollow nanospheres strongly located on lignite-based carbon (MoS2/C) without any template. The ultrathin nanosheets assembled into hollow structures mitigated the volume changes of MoS2 during the (dis)charge cycles, facilitated Na+ diffusion, and reduced the migration energy barrier within MoS2. Lignite-based C enhances the electrical conductivity of MoS2, prevents its aggregation, and alleviates mechanical stress during repeated (dis)charging. The resultant hollow spherical MoS2/C composite exhibits outstanding cyclability and rate performance when used as an anode in sodium-ion batteries, as it delivers a high specific capacity of 515.8 mAh g(-1) after 1000 cycles at 1.0 A g(-1), with a 94.34% capacity retention rate. Even at a high current density of 20 A g(-1), a capacity of 431 mAh g(-1) can still be obtained after 2000 cycles. In particular, the initial Coulombic efficiency of the MoS2 anode is markedly enhanced by the incorporation of lignite-based C.",MoS2,"515.8 mAh g(-1), 431 mAh g(-1)","1.0 A g(-1), 20 A g(-1)",N/A,"1000, 2000"
83,doc_83,"Precursor PPY@MoS2@MoTe2 nanocomposites are successfully prepared to obtain a solid solution of MoS2-x Te (x) and a heterogeneous structure of MoS2-MoTe2 grown on one-dimensional tubular carbon (ODTC) by heat treatment at different temperatures. The solid solution C@MoS2-x Te (x) -500 nanotubes have better electrochemical performance than that of C@MoS2-MoTe2 heterostructure nanotubes. And the calculation results show that lattice parameter change rate of heterostructure MoS2-MoTe2 is much higher than that of solid solution MoS2-x Te (x) . This indicates that solid solution C@MoS2-x Te (x) -500 nanotubes manifest a super structural stability, which may be attributed to internal defects alleviating the volume expansion caused by lithium-ion intercalation. So it exhibits remarkable lithium storage performance with high capacity (1000.9 mAh g(-1) at 1 A g(-1) after 500 cycles).",N/A,1000.9 mAh g(-1),1 A g(-1),N/A,500
84,doc_84,"It is indispensable to develop and design high capacity, high rate performance, long cycling life, and low-cost electrodes materials for lithium-ion batteries (LIBs) and sodium-ion batteries (SIBs). Herein, MoO2/MoS2/C, with dual heterogeneous interfaces, is designed to induce a built-in electric field, which has been proved by experiments and theoretical calculation can accelerate electrochemical reaction kinetics and generate interfacial interactions to strengthen structural stability. The carbon foam serves as a conductive frame to assist the movement of electrons/ions, as well as forms heterogeneous interfaces with MoO2/MoS2 through C-S and C-O bonds, maintaining structural integrity and enhancing electronic transport. Thanks to these unique characteristics, the MoO2/MoS2/C renders a significantly enhanced electrochemical performance (324 mAh g(-1) at 1 A g(-1) after 1000 cycles for SIB and 500 mAh g(-1) at 1 A g(-1) after 500 cycles for LIBs). The current work presents a simple, useful and cost-effective route to design high-quality electrodes via interfacial engineering.",N/A,"324 mAh g(-1), 500 mAh g(-1)",1 A g(-1),N/A,"1000 cycles, 500 cycles"
85,doc_85,"The scarcity and high cost of lithium resources drive the search for sustainable alternatives, positioning potassium-ion batteries (KIBs) as promising energy storage solutions due to the natural abundance and advantageous electrochemical properties of the potassium. This study investigates the enhancement of KIB anodes through phase transformation and electronic structure engineering of monolayer 1T-MoS2, achieved via doping with highly electronegative non-metal elements: carbon (C), nitrogen (N), oxygen (O), and fluorine (F). Density functional theory (DFT) simulations reveal that electronegative atom doping enhances phase stability, structural robustness, and thermal resilience, which are key properties for highperformance KIB anodes. Among the doped configurations, F and N-doped 1T-MoS2 (MoS2-F and MoS2-N) exhibit superior electrochemical performance, showing optimal adsorption energies and significantly improved electronic conductivity, attributable to favorable charge redistribution and increased active potassium adsorption sites. Specifically, MoS2-F and MoS2-N achieve the highest specific capacities of 339.65 and 339.17 mAh/g, respectively, while maintaining stability within an ideal open circuit voltage range, outperforming undoped MoS2. This work underscores the potential of electronegative atom doping in 1T-MoS2 to enable sustainable, high-capacity energy storage solutions, offering key advancements in the electrochemical and structural properties of KIB anodes. (c) 2024 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).",KIB anodes,N/A,N/A,N/A,N/A
86,doc_86,"Transition metal sulfides are favored as anode materials for the next generation of lithium-ion batteries because of their high theoretical capacities and abundant natural resources. However, serious volume changes during charging and discharging pose great challenges to their stability. In this work, petal-like MoS2/Co9S8/C nanohybrids were synthesized via the immobilization of molybdyl acetoacetonate MoO2(acac)(2) in ZIF-67 and subsequent combined vulcanization and thermolysis process. Benefiting from the homogeneous bimetallic sulfide and highly conductive carbon layer, the as-obtained MoS2/Co9S8/C nanohybrids exhibited a high initial discharge capacity of 988.3 mAh g(-1) at 200 mA g(-1) and a capacity retention > 99.9% after 50 cycles. Even at a high current density of 1000 mA g(-1), the reversible capacity of MoS2/Co9S8/C is still as high as 754.6 mAh g(-1), revealing extraordinary rate ability. This work can provide a general approach to design and synthesize other advanced bimetallic chalcogenides for boosting lithium-ion batteries storage performance.",MoS2/Co9S8/C,"988.3 mAh g(-1), 754.6 mAh g(-1)","200 mA g(-1), 1000 mA g(-1)",N/A,50
87,doc_87,"Compared with traditional secondary batteries such as lithium-ion batteries, lithium-sulfur batteries have a higher theoretical specific capacity (1675 mAh/g) and energy density (2600 Wh/kg), so they are regarded as the most promising one of the lithium batteries. However, it also has problems such as volume expansion during the reaction, poor conductivity of sulfur, serious shuttle effect caused by poly-sulfides, and slow electrochemical reaction kinetics. In this paper, a two-step hydrothermal method was used to synthesize CNTs-MoS2/SnO2 composite materials. We assembled CNTs/MoS2 materials, CNTs/SnO2 materials and CNTs-MoS2/SnO2 composite materials into batteries and tested their electrochemical performance. The experimental results show that the CNTs-MoS2/SnO2 composite material has a more significant catalytic effect and a stronger adsorption capacity. The first-lap discharge specific capacity reaches 1369.9 mAh/g at a rate of 0.1 C, and the Coulomb efficiency can reach more than 98%after 150 cycles at 0.2 C. Its excellent performance is due to the synergistic inter-action of p-type semiconductor metal sulfide MoS2 and n-type semiconductor metal oxide SnO2, and the p-n heterojunction interface formed by the two promotes ion and the transmission rate of electrons.",N/A,1369.9 mAh/g,"0.1 C, 0.2 C",N/A,150
88,doc_88,"The practical application of Molybdenum sulphide (MoS2) electrodes has been hindered by its structural instability, and poor electrical conductivity. To enhance the cycle stability and rate performance of MoS2 in lithium/sodium-ion batteries (LIBs/SIBs), we synthesized a graphene-supported MoS2 composite (MoS2@rGO) with affluent covalent bridged bonds through a facile and scalable hydrothermal and annealing process. The covalent bridged bonds of Mo-S-C, Mo-O-C and C-O-S provide an effective charge transfer path between MoS2 and graphene, facilitating fast charge hopping and improving rate performance. As anode materials for LIBs, the MoS2@rGO exhibited exceptional long-term cycle life (906 mAh g(-1) at 1.0 A g(-1) after 400 cycles) and outstanding rate capability (1267.7/314.7 mAh g(-1) at 0.1/6.5 A g(-1)). Additionally, the MoS2@rGO electrode demonstrated a stable reversible capacity of 521.7 mAh g(-1) at 1.0 A g(-1) after 700 cycles and excellent rate capabilities of 665.1 and 326.3 mAh g(-1) at 0.1 and 10.0 A g(-1) in SIBs. The edge Mo of MoS2 is directly coupled with the oxygen of the functional group on rGO, achieved by adjusting the pH value of the solution to tune the surface charge feature, can effectively enhance the structural stability of electrode even under higher current density.",MoS2@rGO,906 mAh g(-1),N/A,N/A,400
89,doc_89,"In this work, the potential of boron -doped graphene/MoS2 (Gr/MoS2) as an anode material for magnesium ion batteries was investigated using density functional theory (DFT) based on first -principles calculations. It's found that the adsorption capacity gradually increases (-3.078 eV) with the increase in the number of doped -boron atom. Due to the lower electronegativity of boron atom (2.04) compared to carbon atom (2.55), electrons can be transferred from boron atom to neighboring carbon atoms, resulting in positively charged boron atom. Boron doping introduces p -type doping, which increases the number of holes in the substrate and raises the carrier concentration. The energy of the density of states near the Fermi level also increases with the increase of borondoping concentration, indicating its excellent electronic conductivity. When the number of boron atoms reaches four, the barriers of the two diffusion paths reduce to 0.49 eV and 1.025 eV, respectively. Simultaneously, the theoretical magnesium storage capacity increases to 147.26 mAh g-1. Our research results demonstrate that boron -doping significantly enhances the adsorption and storage performance of Mg, providing a theoretical basis for the investigation of anode materials for magnesium ion batteries.",Gr/MoS2,147.26 mAh g-1,N/A,N/A,N/A
90,doc_90,"Metal sulfides based on a conversion mechanism possess high theoretical specific capacity, making them suitable for high-energy-density sodium-ion batteries (SIBs). However, they suffer from rapid capacity decay when assembled into full batteries due to dynamic hysteresis and large volume expansion. In this paper, the architectural engineering approach to construct MoS2/Fe2O3 @ carbon fiber heterostructures is proposed to overcome the above issues. The heterojunction formed by MoS2 and Fe2O3 would promote ion/electron transfer, while the carbon nano-fibers serve as a holder to maintain structural stability and ensure the rapid transport of electrons. The full battery in which the as-prepared MoS2/Fe2O3 @ carbon fiber anode is paired with a Na3V2(PO4)3/C cathode delivers a reversible capacity of 61.1 mAh g-1 at 500 mA g-1 for 1600 cycles without attenuation. Experimental characterization and theoretical calculation results show that this structural engineering approach improves the ion diffusion efficiency, enhances the conductivity, provides a more appropriate sodium ion adsorption energy, and thus extends the cycling life of the SIB. This work demonstrates the efficiency of architectural engineering and paves the way to design ultra-long-cycling Na-ion batteries.",MoS2/Fe2O3 @ carbon fiber,61.1 mAh g-1,500 mA g-1,N/A,1600
91,doc_91,"For sodium -ion batteries (SIB), MoS2 is considered as a promising anode material due to the suitable layer crystal structure and high theoretical capacity. However, the development of 2H-MoS2 is limited by the poor rate capability and bad cycling performance because of the low conductivity and the large change in volume. Here, a hybrid material (1T/2H-MoS2@HBC) is successfully synthesized, inwhich 1T/2H phases of MoS2 is researched as chief electrochemical active component, and hollow bowl -like carbon (HBC) is utilized as structural container to mitigate volume expansion and enhance electrical conductivity. The distinctive design of 1T/2H-MoS2@HBC contributes to the remarkable high reversible capacity (445 mAh g-1 at 1 A g-1) and the excellent rate performance (358 mAh g-1 at 5 A g-1). When the batteries are cycled for 2000 cycles, their discharge capacity remains at 349.3 mAh g-1. The coulomb efficiency close to 100 %, indicating excellent cyclic stability. Reaction kinetics are studied to verify the structure benefits of 1T/2H-MoS2@HBC. In addition, ex -situ and in -situ techniques are used to elucidate the reaction mechanism of 1T/2H-MoS2@HBC. Sodium -ion capacitor full cells are manufactured using the button cell architectures (1T/2H-MoS2@HBC||HBC), which offered long cycle life and comparatively low self -discharge rate. Based on the aforementioned results, 1T/2H-MoS2@HBC exhibits the potential for applications on sodium -ion energy conversion systems.",MoS2,"445 mAh g-1 (1 A g-1), 358 mAh g-1 (5 A g-1)","1 A g-1, 5 A g-1",N/A,2000
92,doc_92,"Rare earths are of significant benefit to the electrochemical performance, reliability, and safety of batteries. The integration of rare earth elements into MoS2 anode materials holds promise for enhancing the cycling stability of batteries during charging and discharging cycles. In this work, a nanoflower-like composite of Ce2Mo3O12/MoS2/C was synthesized as an anode material by an enhanced hydrothermal method. The experimental results showed that the incorporation of carbon resulted in a more sophisticated flower-like structure of the material. The annealing process has little effect on the morphology and crystal structure of the Ce2Mo3O12/MoS2/C composite. After being annealed at 500 degrees C for 2 h, the Ce2Mo3O12/MoS2/C composite exhibited remarkable cycling stability as an anode material for lithium-ion batteries (LIBs). The initial discharge capacity at a current density of 500 mA g-1 was 747.98 mAh g-1, while the discharge capacity after 200 cycles exhibited a capacity retention rate of 77.34%. The results demonstrate the potential of this material for energy storage applications and provide an alternative to the rational design of related materials.",Ce2Mo3O12/MoS2/C,747.98 mAh g-1,500 mA g-1,N/A,200
